tshark_ip,raw_label
"10.11.1.3","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"23.218.213.175","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"8.8.8.8","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"8.8.8.8","15332363935608245190,china"
"10.11.1.3","15332363935608245190,china"
"204.236.134.117","15332363935608245190,china"
"10.11.1.3","6349040045810473864,china"
"17.249.156.8","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"8.8.8.8","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"205.185.216.42","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"8.8.8.8","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"205.185.216.42","6349040045810473864,china"
"8.8.8.8","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"23.21.168.68","6349040045810473864,china"
"205.185.216.42","6349040045810473864,china"
"205.185.216.42","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"207.226.141.197","6349040045810473864,china"
"8.8.8.8","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","6349040045810473864,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"116.62.90.72","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"8.8.8.8","17757935877301989827,china"
"8.8.8.8","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"140.205.250.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"140.205.61.87","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","17757935877301989827,china"
"10.11.1.3","4555915065147128962,china"
"8.8.8.8","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"8.8.8.8","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"203.205.151.49","4555915065147128962,china"
"8.8.8.8","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","4555915065147128962,china"
"10.11.1.3","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"23.21.102.117","233890245036079773,china"
"8.8.8.8","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"8.8.8.8","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"203.205.128.130","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","233890245036079773,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"8.8.8.8","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"36.110.147.36","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"36.110.147.36","15135689300718014956,china"
"8.8.8.8","15135689300718014956,china"
"8.8.8.8","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"10.11.1.3","15135689300718014956,china"
"118.191.216.42","15135689300718014956,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"8.8.8.8","12358583798202300644,china"
"8.8.8.8","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"14.17.41.202","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"14.17.41.202","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"182.254.5.234","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"10.11.1.3","12358583798202300644,china"
"8.8.8.8","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"8.8.8.8","10002291241969021992,china"
"8.8.8.8","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"54.183.23.247","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"54.183.23.247","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"54.183.23.247","10002291241969021992,china"
"54.183.23.247","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"120.204.10.204","10002291241969021992,china"
"10.11.1.3","10002291241969021992,china"
"10.11.1.3","5784904706466775498,china"
"8.8.8.8","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"203.205.151.49","5784904706466775498,china"
"10.11.1.3","5784904706466775498,china"
"10.11.1.3","16413093195840406531,china"
"8.8.8.8","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"42.96.141.35","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"42.96.141.35","16413093195840406531,china"
"8.8.8.8","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"42.96.141.35","16413093195840406531,china"
"42.96.141.35","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"54.222.234.13","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"10.11.1.3","16413093195840406531,china"
"54.222.234.13","16413093195840406531,china"
"54.222.234.13","16413093195840406531,china"
"8.8.8.8","16413093195840406531,china"
"8.8.8.8","16413093195840406531,china"
"10.11.1.3","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"8.8.8.8","14212975416951481485,china"
"8.8.8.8","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"8.8.8.8","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"8.8.8.8","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"8.8.8.8","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"10.11.1.3","14212975416951481485,china"
"66.198.13.97","14212975416951481485,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"47.88.68.96","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"106.11.62.71","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"106.11.62.71","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"205.204.101.47","1657880826705893514,china"
"66.198.178.79","1657880826705893514,china"
"66.102.255.61","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"205.204.101.47","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"106.11.61.106","1657880826705893514,china"
"10.11.1.3","1657880826705893514,china"
"205.204.101.47","1657880826705893514,china"
"8.8.8.8","1657880826705893514,china"
"10.11.1.3","18098785009707763795,china"
"123.125.114.9","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"123.125.114.9","18098785009707763795,china"
"8.8.8.8","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"119.75.222.62","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"103.235.46.140","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"103.235.46.140","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"103.235.46.140","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"103.235.46.140","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"103.235.46.140","18098785009707763795,china"
"10.11.1.3","18098785009707763795,china"
"10.11.1.3","10802473720963690503,china"
"8.8.8.8","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"8.8.8.8","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"52.9.58.56","10802473720963690503,china"
"8.8.8.8","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"52.9.58.56","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
"52.9.58.56","10802473720963690503,china"
"52.9.58.56","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"10.11.1.3","10802473720963690503,china"
"17.173.66.103","10802473720963690503,china"
